GRE_Score,TOEFL_Score,University_Rating,SOP,LOR,CGPA,Research,IELTS,Internship,Work_Experience,Projects,Chance_of_Admit
331,107,2,4.2,4.9,6.92,0,7.9,0,4,2,0.54
284,108,4,3.9,3.7,7.99,1,8.7,3,3,5,0.5
271,102,2,1.3,3.6,7.04,0,6.5,1,1,1,0.3
274,97,4,1.5,4.7,7.47,0,5.5,2,3,5,0.35
318,114,3,4.6,5.0,6.13,0,6.6,2,5,5,0.51
285,92,3,4.1,1.8,6.64,1,8.9,3,0,7,0.3
285,91,1,5.0,4.2,7.59,0,8.6,1,4,4,0.27
306,84,2,2.0,1.6,7.46,1,5.7,3,4,2,0.31
291,118,1,3.0,2.8,7.12,1,7.3,0,2,2,0.4
269,90,5,1.9,1.4,6.92,1,5.8,0,1,7,0.28
275,90,1,3.5,3.5,9.0,1,8.3,1,4,2,0.42
330,110,4,1.5,2.9,7.18,1,6.8,3,2,7,0.68
276,110,4,1.5,3.5,8.83,0,8.7,1,4,5,0.48
282,92,1,1.3,3.7,7.47,0,5.7,1,0,6,0.3
285,93,3,3.8,3.5,9.21,1,8.1,0,4,1,0.46
266,104,5,3.0,2.2,6.67,1,6.9,0,0,2,0.4
273,112,1,3.5,4.3,6.63,0,6.4,1,5,2,0.27
338,112,3,4.5,3.2,8.72,0,7.3,1,3,6,0.8
266,94,1,4.0,3.0,9.66,1,7.2,4,0,1,0.36
268,95,2,2.8,4.9,6.57,1,6.7,0,5,7,0.29
307,117,4,4.9,2.1,6.29,1,7.8,1,0,1,0.52
331,85,2,2.8,3.1,9.74,1,7.8,4,0,7,0.71
318,104,2,1.4,3.7,6.47,0,5.8,1,5,2,0.43
298,94,5,5.0,1.5,7.0,1,7.6,4,4,4,0.43
277,83,3,1.1,2.4,9.72,1,8.0,1,5,2,0.43
318,83,4,3.2,4.2,9.21,1,5.8,3,1,2,0.62
276,109,2,2.2,1.9,7.37,0,7.8,0,5,6,0.36
273,113,4,3.0,3.0,9.82,1,8.3,1,0,5,0.6
290,106,3,3.2,3.5,8.27,1,8.4,2,2,3,0.51
283,110,1,2.0,3.7,6.29,0,5.6,2,4,7,0.32
319,111,2,3.2,3.9,8.81,1,7.9,4,1,7,0.62
304,118,3,4.0,4.5,8.15,1,8.3,0,1,2,0.57
262,88,4,2.1,2.6,8.29,0,6.9,4,4,5,0.22
296,120,3,2.5,3.8,9.98,1,7.4,0,2,6,0.77
302,87,1,2.1,3.9,6.61,1,6.4,2,3,3,0.32
299,93,3,4.3,2.2,8.63,0,6.6,2,4,5,0.5
314,112,4,3.9,4.9,7.83,1,7.3,4,1,5,0.65
298,102,2,4.5,4.5,7.09,1,6.0,3,3,4,0.41
274,100,2,1.7,2.2,8.77,1,6.8,2,1,6,0.48
263,91,5,1.3,3.7,8.67,1,6.6,0,0,1,0.46
284,81,4,1.5,3.9,9.43,0,6.3,1,3,1,0.38
272,92,5,1.6,2.7,9.52,1,7.2,1,5,5,0.51
292,83,5,3.1,4.5,8.25,0,8.4,1,4,6,0.39
275,99,1,4.9,3.8,7.3,1,6.3,2,4,6,0.26
301,93,4,2.4,3.6,8.12,1,7.8,3,2,1,0.46
325,109,2,4.8,1.9,7.44,1,6.4,2,3,2,0.61
314,108,4,1.2,2.6,7.11,1,6.0,0,2,4,0.64
301,87,1,4.7,2.7,8.21,1,8.8,2,4,4,0.42
293,91,4,1.7,3.9,8.63,0,7.7,2,2,1,0.41
289,120,4,4.6,3.5,8.36,1,5.9,2,3,7,0.69
272,117,5,1.2,1.3,9.82,1,7.7,2,4,7,0.77
272,105,4,4.8,2.2,7.19,0,6.1,0,1,1,0.25
277,81,5,1.8,2.9,7.49,0,8.6,2,4,4,0.29
291,119,5,2.2,3.9,8.67,1,6.4,3,2,7,0.77
298,93,3,3.0,4.0,8.4,0,8.3,4,2,7,0.49
305,85,1,2.5,3.0,6.01,1,6.2,0,4,7,0.25
288,119,5,3.7,1.5,7.25,1,7.5,3,0,5,0.57
321,110,4,4.9,2.2,7.02,1,8.7,1,0,6,0.55
321,96,5,3.4,2.0,9.36,0,6.5,1,0,5,0.74
316,104,5,3.9,4.1,9.46,1,5.8,0,1,5,0.83
275,111,5,1.4,1.7,7.14,0,7.4,4,1,2,0.35
315,91,2,3.5,2.9,6.41,0,6.1,2,1,5,0.43
269,92,2,2.8,3.7,6.82,0,8.0,0,4,5,0.24
289,98,2,4.5,4.9,6.71,1,7.6,2,5,1,0.35
284,104,2,2.6,5.0,6.95,1,6.7,2,4,3,0.32
264,110,3,3.7,4.8,6.94,1,8.0,1,3,5,0.37
324,116,5,1.9,3.9,7.92,0,6.3,4,0,5,0.71
308,104,3,2.0,4.0,7.28,0,8.7,2,3,6,0.47
262,95,4,2.5,4.0,8.24,1,6.7,0,0,3,0.33
304,117,1,2.2,4.5,7.38,0,8.2,1,2,7,0.57
273,102,3,2.0,4.8,9.26,0,6.4,2,3,5,0.45
289,93,2,1.2,2.8,9.8,0,8.0,1,4,7,0.52
327,85,2,4.3,2.7,7.62,0,5.6,1,2,3,0.4
277,104,4,1.3,2.8,6.2,0,6.5,0,3,6,0.27
321,102,5,4.5,3.6,6.96,1,5.8,0,2,6,0.58
296,91,1,1.5,4.1,6.41,1,7.1,3,5,3,0.25
284,92,3,1.3,4.5,7.38,1,7.0,2,5,6,0.42
307,115,5,3.3,2.8,8.58,1,6.8,1,5,5,0.64
324,118,5,3.0,2.5,8.08,1,8.9,3,2,2,0.73
312,113,3,3.0,4.9,6.97,0,6.4,0,2,5,0.51
338,85,3,3.3,1.9,9.07,0,8.3,4,4,2,0.61
332,117,3,2.1,1.9,6.53,1,7.1,1,2,7,0.68
274,119,3,3.7,3.9,6.91,1,6.7,4,4,5,0.32
308,87,2,3.0,1.7,8.7,1,6.2,4,1,6,0.45
327,87,5,2.3,2.6,6.79,1,7.7,1,2,2,0.44
271,119,5,4.3,2.2,8.72,0,6.7,3,0,5,0.55
318,112,2,3.9,1.7,9.91,1,8.3,3,4,6,0.75
296,113,5,2.6,3.3,9.33,0,8.9,1,1,4,0.75
320,94,3,4.4,2.5,6.64,1,6.3,2,4,4,0.4
302,115,1,4.7,2.8,8.08,0,6.0,4,2,3,0.51
329,114,5,3.1,1.8,7.69,1,6.6,3,4,1,0.71
298,101,1,1.9,4.1,9.97,0,7.1,1,3,4,0.58
315,102,1,4.7,2.3,9.86,1,6.6,0,3,4,0.67
322,119,2,1.8,2.4,6.51,0,8.9,0,0,7,0.59
305,101,4,1.2,2.0,9.63,1,8.2,1,4,5,0.66
270,84,5,2.3,2.7,6.77,1,8.9,2,2,1,0.2
321,110,2,3.9,2.9,7.28,0,6.8,0,2,5,0.58
336,92,2,4.7,3.1,7.41,0,6.6,2,5,5,0.55
284,107,1,3.5,4.9,7.15,1,6.9,1,5,7,0.47
330,99,5,4.8,4.6,9.41,1,7.3,1,3,3,0.73
311,112,2,1.4,3.4,7.32,0,8.1,4,4,5,0.51
263,95,3,1.2,1.2,9.27,0,8.6,1,2,5,0.41
318,108,2,3.4,3.4,9.98,0,7.1,2,1,3,0.61
331,102,3,4.9,1.4,9.36,1,6.5,3,2,5,0.77
279,103,4,3.0,3.8,7.38,0,6.6,0,4,1,0.32
322,113,3,1.2,2.6,8.85,1,7.9,0,3,7,0.79
313,86,3,1.9,4.4,8.14,0,7.5,4,1,7,0.47
333,117,1,2.0,4.8,9.15,0,7.2,3,2,3,0.81
316,116,2,2.4,2.7,6.61,1,6.2,2,5,6,0.55
300,83,4,1.2,2.8,8.55,1,8.6,2,0,4,0.5
262,113,2,4.6,3.4,9.09,0,8.2,4,0,5,0.46
265,101,3,3.1,1.8,9.04,1,6.0,1,3,7,0.51
264,84,3,3.7,4.7,9.85,1,6.8,3,1,1,0.32
264,102,2,1.3,2.7,6.23,1,7.4,0,0,2,0.1
313,94,4,1.2,1.7,7.38,0,7.1,3,0,3,0.44
306,110,4,3.3,4.1,7.91,1,6.9,4,2,3,0.58
308,88,1,4.5,1.9,7.24,1,8.0,1,4,5,0.39
268,104,3,3.1,1.6,7.24,0,5.7,3,2,5,0.31
279,104,3,4.5,3.3,6.7,0,7.1,1,2,3,0.28
320,100,1,4.2,3.7,9.25,1,6.4,3,3,7,0.73
294,88,2,1.3,3.3,9.63,0,5.8,0,2,5,0.59
309,117,3,1.8,3.6,6.33,1,7.1,2,5,5,0.62
321,101,2,3.6,1.5,6.62,1,6.1,3,1,7,0.55
276,102,4,2.8,2.9,6.91,0,6.4,2,1,6,0.25
262,83,5,2.2,2.4,8.04,0,7.3,2,4,1,0.26
291,108,1,2.7,4.9,9.16,1,8.9,2,0,1,0.58
272,94,3,2.8,1.2,6.29,1,7.9,4,0,1,0.17
332,80,1,4.6,2.2,8.55,0,6.5,0,4,7,0.6
327,109,4,1.4,4.8,6.6,0,6.8,2,5,4,0.55
273,108,4,2.1,4.9,9.89,0,6.9,0,4,3,0.56
270,99,4,3.2,4.3,9.6,1,6.0,3,2,3,0.52
315,112,4,3.8,1.3,9.8,0,6.1,0,5,5,0.75
326,120,5,3.5,3.2,6.42,1,6.0,1,3,5,0.56
288,115,2,4.8,2.6,7.95,1,7.3,2,0,6,0.47
268,101,2,4.2,4.2,6.66,0,7.9,3,0,7,0.31
326,92,5,3.2,1.2,8.4,0,7.6,2,4,3,0.54
284,86,2,1.9,1.8,6.93,1,8.9,2,4,5,0.21
335,87,4,2.8,3.0,9.08,0,5.9,3,0,1,0.55
301,107,2,3.8,1.6,8.58,1,9.0,3,0,2,0.53
268,88,1,4.4,3.8,8.29,0,7.1,4,2,4,0.34
338,104,2,4.8,4.3,9.3,1,6.3,4,0,1,0.73
299,95,1,3.4,3.8,8.0,1,8.8,4,5,1,0.35
284,89,3,3.1,2.8,7.08,1,7.1,0,5,5,0.38
264,90,1,1.1,4.5,8.48,1,6.7,1,4,6,0.36
270,110,1,1.3,1.6,9.83,0,6.2,1,1,4,0.52
318,91,4,1.6,2.0,8.4,1,6.4,0,5,6,0.62
338,110,4,1.2,3.0,8.52,1,8.9,4,5,2,0.74
297,93,4,2.6,1.2,9.74,0,6.6,1,1,2,0.53
331,111,1,2.3,1.4,8.06,1,8.9,4,1,6,0.67
264,96,5,3.5,2.6,9.99,0,6.7,3,5,7,0.49
307,114,4,3.1,4.8,6.64,1,6.3,0,2,5,0.51
277,80,4,3.4,4.6,8.15,0,6.1,4,1,6,0.37
329,108,1,2.9,2.9,6.85,0,6.9,0,3,6,0.58
296,83,3,2.1,1.6,7.81,1,6.3,2,3,6,0.4
319,102,3,4.8,1.7,6.68,1,7.9,0,2,4,0.48
307,107,2,1.3,2.5,6.89,0,6.3,0,1,6,0.43
336,95,3,4.8,1.8,6.84,0,8.4,4,4,1,0.48
287,91,4,2.2,1.3,7.28,1,8.4,0,2,1,0.26
328,100,5,3.1,3.7,6.54,1,6.5,2,5,3,0.55
336,96,2,1.4,3.3,9.24,1,8.1,3,5,1,0.69
340,119,5,1.3,2.2,6.88,1,8.5,1,5,2,0.67
299,92,5,2.7,4.1,7.67,0,7.6,3,0,2,0.42
304,111,4,4.0,4.1,6.06,0,6.8,0,2,6,0.42
321,116,1,2.1,3.0,6.42,0,7.0,2,3,4,0.5
317,94,1,3.2,1.4,9.59,0,8.3,2,5,6,0.65
326,91,1,2.1,4.7,9.35,1,6.5,3,4,1,0.65
315,94,3,2.6,3.7,9.36,0,6.7,4,1,1,0.6
299,113,1,4.6,2.0,7.65,1,6.1,1,5,7,0.6
299,85,4,4.4,3.4,6.57,1,6.9,0,3,1,0.29
336,96,3,3.1,2.6,6.43,1,5.8,0,1,2,0.47
292,99,1,2.0,3.5,8.42,1,6.6,3,5,2,0.47
265,88,5,1.8,2.9,9.31,1,6.8,2,1,5,0.46
278,84,4,4.8,2.9,9.6,0,6.4,2,2,7,0.47
339,102,4,1.8,3.9,7.15,0,5.9,4,2,3,0.52
299,112,2,4.2,3.5,7.28,0,7.3,1,3,1,0.4
318,117,4,2.5,1.3,6.4,1,8.5,0,1,5,0.55
318,93,5,4.9,1.3,9.1,0,6.7,3,5,4,0.65
307,96,4,2.5,2.2,7.1,1,6.3,4,2,1,0.41
300,98,2,2.4,2.7,7.92,0,6.5,1,3,6,0.44
272,112,4,3.5,2.1,9.72,0,8.5,0,5,1,0.53
304,80,4,4.8,3.6,9.01,1,7.3,1,1,5,0.51
312,92,2,4.9,1.8,6.21,1,6.0,0,0,3,0.3
301,106,4,3.8,3.8,6.03,0,8.0,1,0,4,0.43
322,85,3,4.0,4.1,9.15,1,6.0,1,3,7,0.64
286,85,4,3.3,1.5,8.21,1,5.7,3,0,4,0.37
297,112,1,4.0,3.6,8.88,1,6.4,4,4,4,0.53
319,109,1,4.4,4.8,6.63,0,6.1,2,5,2,0.44
266,114,3,2.9,1.8,9.49,0,7.6,1,5,3,0.54
264,102,4,3.5,4.6,9.09,0,7.2,3,3,7,0.46
304,89,5,3.1,3.4,9.56,1,8.0,2,3,1,0.58
317,98,4,3.2,3.4,7.36,1,7.3,4,1,3,0.47
290,107,1,4.6,1.2,7.1,1,7.0,4,5,7,0.43
282,102,2,2.4,4.0,6.61,1,7.3,1,4,3,0.35
301,83,3,1.8,2.9,9.72,1,7.0,0,5,7,0.59
269,99,2,2.8,3.9,6.71,0,5.6,4,3,3,0.19
291,98,5,1.8,4.2,6.48,0,7.9,3,5,7,0.43
312,106,4,3.0,3.1,6.77,0,8.9,1,2,3,0.47
289,113,5,4.6,2.1,9.09,1,7.0,4,3,3,0.61
298,83,2,3.5,1.6,9.56,0,7.0,1,4,2,0.43
290,117,4,4.4,1.6,9.24,0,5.7,0,5,5,0.61
261,86,5,1.7,4.5,8.25,0,8.6,4,3,3,0.29
337,86,1,4.6,1.5,9.98,1,8.8,1,0,1,0.7
336,105,1,3.4,2.5,6.28,1,8.3,3,4,3,0.5
271,105,3,1.1,2.3,9.47,0,5.9,4,2,4,0.5
298,98,1,3.5,4.5,7.71,0,8.7,0,4,6,0.46
325,88,1,4.8,2.9,7.82,0,5.6,2,3,4,0.41
272,99,2,1.3,5.0,6.51,0,7.1,2,2,4,0.23
305,95,1,3.3,3.9,6.13,1,7.3,1,2,4,0.32
286,96,1,4.7,4.4,7.27,0,8.4,4,2,3,0.32
276,101,2,1.0,1.4,6.7,1,8.1,4,0,4,0.31
319,92,1,3.5,2.0,7.93,0,8.3,0,4,2,0.44
323,91,1,2.9,1.5,6.59,1,8.5,2,5,3,0.47
294,89,3,2.4,2.9,6.55,1,7.2,3,3,7,0.3
329,80,1,3.5,3.9,9.51,1,8.2,2,0,5,0.6
289,111,1,1.2,1.7,9.69,0,5.7,4,2,4,0.64
330,109,3,4.0,1.5,9.86,1,7.1,3,5,3,0.79
333,87,2,1.0,3.5,8.72,1,5.6,3,3,7,0.66
322,100,1,2.2,1.9,9.08,0,8.7,0,1,2,0.58
287,101,5,3.0,2.9,9.34,0,8.9,1,3,1,0.51
319,97,2,2.5,1.2,8.64,1,5.8,1,1,3,0.54
338,81,2,2.2,3.7,7.32,1,7.4,0,1,5,0.53
296,88,1,4.3,3.2,6.63,0,6.6,4,5,1,0.25
281,82,3,4.7,3.6,6.95,0,6.7,4,2,4,0.25
327,105,2,4.5,2.1,9.36,1,7.1,1,1,3,0.71
279,100,3,3.1,2.1,8.78,0,5.9,2,0,7,0.51
327,109,5,4.5,4.2,7.82,0,6.1,0,2,7,0.77
323,107,3,4.7,3.9,6.12,1,7.5,2,5,7,0.54
276,115,4,2.6,3.3,7.06,0,5.6,0,1,4,0.35
271,105,3,2.1,3.5,8.92,1,7.6,0,4,7,0.49
281,113,2,1.4,1.4,8.05,0,6.6,1,5,1,0.38
276,87,3,2.9,4.4,7.74,0,8.4,1,5,2,0.32
269,89,3,4.8,4.1,7.25,0,7.6,2,0,5,0.26
324,93,4,3.2,3.4,8.43,0,8.0,4,4,3,0.51
281,119,4,3.7,4.7,9.87,0,5.9,3,3,1,0.68
309,94,1,1.5,1.7,9.6,0,6.4,2,0,6,0.63
273,96,2,1.6,3.7,6.12,1,9.0,0,5,1,0.17
323,97,1,2.9,4.9,7.92,0,7.0,3,4,3,0.57
306,111,4,4.8,2.2,7.32,1,6.8,3,4,3,0.52
288,117,3,2.4,1.1,8.04,0,8.6,3,5,7,0.62
335,102,4,4.5,3.9,8.42,0,5.6,3,2,6,0.62
295,102,5,1.5,1.0,6.8,0,7.4,3,3,4,0.37
311,114,3,3.5,4.5,9.13,0,6.2,2,0,3,0.71
335,118,1,3.4,1.2,7.9,0,6.8,1,0,7,0.79
266,94,3,4.4,3.6,9.97,0,6.2,1,5,7,0.46
288,103,5,1.0,2.5,6.1,1,5.6,0,5,3,0.31
270,107,4,1.8,1.8,6.76,1,7.0,4,0,1,0.3
292,95,2,1.9,4.6,8.76,0,8.3,2,1,4,0.43
265,95,2,4.8,4.0,8.78,1,8.8,3,0,4,0.37
338,119,2,1.6,2.4,8.33,0,7.7,1,1,7,0.85
291,118,4,1.1,2.1,9.89,1,6.9,0,2,5,0.7
310,85,2,3.1,3.9,7.66,1,8.2,3,1,6,0.44
334,81,5,3.1,4.3,7.67,0,7.3,0,3,5,0.54
317,92,4,4.4,3.9,9.64,1,6.8,3,5,5,0.71
285,88,2,4.8,3.6,8.15,0,6.1,3,1,5,0.33
305,113,1,3.2,1.9,7.41,0,8.3,1,5,4,0.49
288,96,4,4.7,4.4,8.88,1,7.3,1,3,1,0.47
263,106,4,3.9,4.0,8.48,0,8.9,3,3,5,0.44
340,108,3,2.1,3.1,7.23,1,8.3,1,3,5,0.61
272,116,2,4.7,3.0,7.19,0,7.0,2,3,6,0.45
298,101,1,3.7,3.3,7.58,1,8.1,3,0,7,0.49
274,103,5,2.7,4.3,6.29,1,7.1,1,5,4,0.35
288,86,4,3.7,4.0,9.77,1,5.8,0,3,2,0.49
288,113,5,2.6,4.4,6.73,0,7.3,0,4,1,0.33
334,91,5,1.5,3.0,6.78,1,8.5,0,2,1,0.44
291,102,5,3.9,3.5,8.59,1,8.5,4,4,1,0.54
261,94,3,4.3,4.4,8.9,0,7.5,0,0,2,0.31
306,112,5,3.9,1.9,8.95,1,6.8,0,3,5,0.65
337,92,2,1.9,2.8,7.5,1,5.5,2,1,6,0.59
281,102,2,4.8,3.5,9.49,0,6.6,2,5,5,0.52
334,117,1,1.1,4.7,8.18,1,9.0,4,0,1,0.67
286,111,1,2.3,1.1,7.75,1,8.0,2,2,6,0.42
326,114,5,2.0,1.9,9.24,0,8.0,1,1,6,0.75
340,80,5,1.2,1.9,6.97,0,8.2,0,1,2,0.43
315,84,3,2.6,2.3,9.44,0,7.7,1,3,2,0.5
280,92,5,3.5,2.1,8.16,1,7.6,4,2,4,0.4
306,84,5,4.5,3.4,9.6,0,7.1,1,5,4,0.61
339,111,5,5.0,4.5,6.81,0,7.1,1,5,5,0.6
318,100,4,4.2,3.5,9.74,0,8.5,1,2,5,0.68
265,103,4,2.9,2.0,8.75,1,6.9,2,1,7,0.47
278,97,3,3.9,4.5,8.47,0,8.4,0,2,5,0.38
316,100,3,4.4,3.5,7.69,0,8.4,1,4,1,0.47
328,89,2,2.9,1.9,9.83,0,8.2,3,3,1,0.67
262,103,3,4.1,2.4,7.78,1,5.6,0,3,4,0.34
260,119,2,2.9,4.2,7.99,0,6.0,0,4,5,0.43
317,100,5,2.5,4.0,9.13,0,6.6,3,4,5,0.58
297,104,3,3.1,3.3,7.14,1,8.5,4,2,7,0.49
274,102,3,3.7,1.6,7.17,1,8.6,4,1,4,0.4
293,101,3,3.9,4.2,9.1,0,5.6,0,2,6,0.57
320,83,2,2.4,2.2,6.51,0,6.6,2,4,1,0.3
294,113,2,3.3,4.1,9.29,1,8.5,4,3,1,0.61
323,85,1,4.6,3.6,8.5,0,6.4,4,3,4,0.57
284,107,2,4.9,2.1,8.16,0,8.9,1,3,6,0.53
283,110,2,1.9,1.8,6.92,1,7.2,1,2,2,0.32
271,114,4,1.8,1.5,9.15,0,8.8,4,5,3,0.58
277,118,3,3.7,2.0,9.22,1,7.0,2,4,3,0.65
274,102,2,2.7,1.6,7.93,1,6.6,1,1,4,0.32
339,85,3,1.1,3.5,7.56,0,6.8,2,5,7,0.56
286,95,3,2.4,3.4,6.98,1,8.6,0,2,2,0.33
331,81,4,4.2,3.3,9.02,1,6.7,2,5,4,0.51
319,103,3,4.2,3.6,8.56,0,7.8,1,3,5,0.6
305,96,2,3.0,4.3,6.83,0,7.1,3,5,2,0.31
276,80,3,2.9,4.7,9.18,1,8.8,2,4,5,0.38
312,85,1,3.3,1.9,9.53,1,6.1,4,1,4,0.61
267,84,1,1.9,3.4,6.24,0,7.0,2,0,6,0.11
338,108,4,3.1,1.3,9.09,0,5.9,2,2,6,0.82
286,91,2,1.0,1.5,9.41,1,7.5,2,0,6,0.53
305,118,4,2.9,3.6,9.97,0,6.9,4,4,6,0.9
309,82,1,2.3,2.9,6.95,1,5.7,2,0,1,0.33
330,80,2,3.7,4.0,7.48,0,8.5,3,3,5,0.45
262,106,3,3.6,2.7,9.86,1,6.8,4,2,1,0.48
323,103,2,2.5,1.5,6.38,1,7.2,3,1,1,0.4
303,98,5,1.0,4.5,8.09,1,6.9,3,3,4,0.5
312,87,2,2.0,1.3,8.03,0,7.2,3,4,4,0.4
283,81,3,3.5,1.8,8.43,1,5.6,4,2,7,0.45
319,109,5,1.3,2.1,7.32,0,8.4,1,4,3,0.53
262,109,4,1.4,5.0,9.7,0,6.7,4,4,6,0.58
279,118,2,3.6,2.7,7.08,1,8.0,2,4,5,0.42
305,111,4,4.0,3.0,8.6,0,5.7,3,2,1,0.55
274,80,2,2.3,4.1,7.98,0,7.3,2,3,6,0.26
284,117,1,3.0,3.5,7.07,1,8.7,3,5,6,0.53
337,92,1,4.8,4.4,6.76,1,6.9,3,4,6,0.63
330,90,3,4.8,2.9,9.83,0,6.2,2,1,5,0.69
276,89,1,2.2,4.9,8.25,1,5.8,0,3,5,0.34
268,105,5,4.2,4.2,8.42,1,8.5,3,4,4,0.5
297,99,5,3.4,2.6,9.13,1,6.3,0,2,5,0.63
307,96,2,4.9,2.5,6.32,0,8.9,4,4,3,0.29
319,96,4,2.9,4.7,8.86,1,6.4,3,4,2,0.64
322,83,5,4.1,3.7,6.66,0,7.2,3,0,1,0.38
261,84,2,4.1,3.5,8.96,1,7.1,4,0,2,0.29
331,102,4,3.0,4.0,6.57,0,5.7,2,3,7,0.54
270,89,1,4.2,3.2,9.33,1,7.4,2,0,2,0.45
323,107,2,2.0,1.6,8.72,1,7.9,0,2,1,0.61
336,112,4,1.5,2.3,7.54,0,8.1,4,0,2,0.62
340,105,3,2.7,3.2,7.44,1,7.3,3,2,5,0.64
331,108,3,4.8,1.1,6.6,1,8.3,0,4,4,0.63
280,106,5,3.0,2.7,9.62,1,8.1,2,3,3,0.52
277,97,4,3.5,4.0,6.47,1,6.2,3,0,3,0.3
323,119,3,3.5,1.7,7.89,0,6.9,2,0,5,0.68
297,89,5,1.5,1.3,6.95,1,6.0,0,3,4,0.45
291,84,2,2.6,4.3,9.99,0,6.0,2,2,7,0.56
270,89,2,3.8,3.5,8.34,0,8.0,2,5,4,0.22
304,100,4,4.9,1.7,6.6,0,7.4,4,2,2,0.43
292,103,4,1.7,4.2,8.67,1,7.6,0,0,3,0.53
300,117,4,2.6,3.6,9.97,1,8.1,3,5,3,0.67
267,82,4,1.4,2.3,8.42,0,6.5,2,2,7,0.32
270,119,3,2.0,2.5,7.83,0,6.9,2,2,3,0.43
310,110,3,2.5,1.6,7.17,0,7.6,1,0,1,0.42
300,120,5,3.2,4.3,6.37,1,5.8,0,0,3,0.43
276,116,3,1.9,3.0,6.91,0,8.4,0,0,1,0.35
335,81,2,1.9,3.2,8.21,1,6.7,3,1,5,0.51
305,81,5,4.1,4.5,9.02,0,7.8,4,0,1,0.42
291,118,3,4.9,1.1,9.51,1,9.0,3,5,6,0.77
338,113,4,2.3,1.3,9.17,0,7.2,0,1,6,0.82
339,99,3,3.8,1.6,6.5,1,6.3,2,4,1,0.45
313,112,1,2.0,1.1,9.09,1,6.3,4,2,4,0.65
279,83,5,4.7,3.6,8.33,1,5.7,4,1,2,0.37
292,90,3,3.7,3.5,7.88,0,8.2,0,4,7,0.44
333,84,3,4.2,1.8,8.29,1,6.5,0,5,4,0.6
299,104,2,1.2,1.6,6.03,0,6.1,3,2,6,0.38
291,116,4,3.4,1.6,6.27,1,8.0,1,2,3,0.43
261,113,4,3.1,4.8,8.1,1,6.6,0,2,4,0.46
292,88,2,2.2,3.8,6.69,1,7.6,0,5,2,0.24
336,85,2,2.0,3.3,8.18,1,7.0,3,3,1,0.48
289,97,1,3.3,2.3,7.42,0,6.7,0,3,1,0.36
292,93,5,3.8,2.7,9.63,1,7.2,3,1,6,0.66
336,98,4,1.1,1.4,9.8,0,6.6,0,1,7,0.8
285,93,2,3.3,5.0,9.92,1,8.5,2,2,7,0.56
281,119,2,1.7,4.0,9.6,1,5.8,0,4,5,0.75
325,96,5,1.6,3.5,9.94,0,5.6,1,1,7,0.75
297,114,2,3.5,3.4,8.82,0,6.9,4,0,5,0.62
305,108,1,2.2,3.0,9.84,0,6.1,3,5,2,0.61
274,96,5,2.8,2.0,8.57,0,8.1,1,0,2,0.38
303,87,1,2.4,1.9,9.24,0,6.7,3,1,4,0.46
308,80,3,3.6,3.2,6.53,0,6.4,1,4,2,0.17
334,115,4,2.9,1.3,8.73,0,6.8,3,0,4,0.79
320,86,2,4.9,1.3,9.72,0,6.3,3,2,5,0.65
326,84,5,2.4,3.2,8.16,1,6.5,4,2,4,0.54
265,103,1,4.0,4.7,6.75,0,7.5,0,3,6,0.36
268,107,4,2.0,4.7,8.11,1,8.5,3,3,4,0.45
265,96,4,3.0,1.0,8.83,0,6.8,3,3,7,0.44
332,116,2,3.2,1.4,9.08,0,6.6,4,5,5,0.8
291,99,4,2.3,3.3,8.09,0,8.2,3,4,3,0.42
300,82,2,2.9,4.4,6.87,0,5.6,3,2,2,0.21
335,116,3,2.1,4.8,9.71,1,6.6,2,4,1,0.8
267,105,2,1.0,4.4,9.09,0,7.1,2,0,5,0.44
331,94,1,1.9,3.7,7.08,0,7.6,2,2,4,0.49
309,87,4,3.8,1.8,9.25,0,6.0,4,3,1,0.5
321,92,4,4.1,1.3,7.39,0,7.0,3,5,2,0.48
321,82,4,2.1,1.2,7.25,0,7.5,4,3,1,0.33
266,80,2,2.6,3.4,9.45,0,7.3,4,5,1,0.27
334,88,5,1.1,1.1,9.49,1,7.5,1,0,6,0.72
339,110,2,1.9,4.0,7.59,0,7.8,0,2,2,0.46
263,120,1,4.1,3.8,6.04,1,6.8,1,4,4,0.26
265,105,2,3.4,1.3,6.75,1,5.7,0,4,4,0.23
317,96,4,1.8,4.6,9.64,0,5.7,1,0,3,0.68
281,113,3,2.0,3.1,9.59,0,8.5,3,5,7,0.67
285,88,1,4.3,4.6,7.81,0,7.9,4,2,4,0.25
262,92,3,1.8,4.6,7.22,1,8.2,1,4,3,0.22
300,84,1,2.3,1.8,7.21,0,8.8,1,3,5,0.26
319,120,1,3.7,2.5,9.59,1,8.1,3,3,2,0.78
273,92,4,3.2,1.5,7.3,0,7.9,4,4,7,0.29
334,80,2,2.8,4.1,8.05,0,7.8,0,5,3,0.46
271,104,4,4.6,3.0,8.92,1,6.4,1,2,2,0.46
271,83,4,1.9,4.7,6.84,0,8.9,0,4,1,0.16
272,115,4,4.0,1.8,7.02,0,7.4,2,0,2,0.35
284,89,3,1.6,3.8,7.43,0,6.3,1,2,2,0.3
304,107,1,3.5,5.0,8.62,1,6.2,4,4,2,0.58
278,85,5,4.5,3.7,9.27,1,8.4,2,3,1,0.42
314,106,2,2.8,1.3,8.19,1,6.4,2,2,7,0.59
